PMCID,PMID,doi,year,title,journal,topic,file,license
PMC6753133,31537857,10.1038/s41598-019-49776-9,2019.0,Cytarabine-based induction immunochemotherapy in the front-line treatment of older patients with mantle cell lymphoma.,Scientific reports,Oncology,oa_package/29/73/PMC6753133.tar.gz,CC BY
PMC10824728,38287041,10.1038/s41598-024-52065-9,2024.0,A home-based lifestyle intervention program reduces the tumorigenic potential of triple-negative breast cancer cells.,Scientific reports,Oncology,oa_package/18/e2/PMC10824728.tar.gz,CC BY
PMC7255048,32565804,10.1155/2020/5209695,2020.0,Effect of COL4A1 Expression on the Survival of Neoadjuvant Chemotherapy Breast Cancer Patients.,Journal of oncology,Oncology,oa_package/e6/d4/PMC7255048.tar.gz,CC BY
PMC10119654,37090410,10.7759/cureus.36501,2023.0,Non-Hodgkin's Lymphoma: An Unusual Cause of Shoulder Pain.,Cureus,Oncology,oa_package/dc/58/PMC10119654.tar.gz,CC BY
PMC12163076,40506448,10.1038/s41598-025-02794-2,2025.0,"Role of FinTech and technological innovation towards energy, growth, and environment nexus in G20 economies.",Scientific reports,Misc,oa_package/eb/56/PMC12163076.tar.gz,CC BY
PMC8018914,33751494,10.1007/s13555-021-00508-w,2021.0,Development of the Alopecia Areata Patient Priority Outcomes Instrument: A Qualitative Study.,Dermatology and therapy,Misc,oa_package/b6/8b/PMC8018914.tar.gz,CC BY-NC
PMC9858577,36673173,10.3390/e25010032,2022.0,Improving Localization Accuracy under Constrained Regions in Wireless Sensor Networks through Geometry Optimization.,"Entropy (Basel, Switzerland)",Misc,oa_package/5e/10/PMC9858577.tar.gz,CC BY
PMC11951627,40148949,10.1186/s12917-025-04662-7,2025.0,Treatment strategies and antibiotic usage practices in mastitis management in Kenyan smallholder dairy farms.,BMC veterinary research,Misc,oa_package/b6/1c/PMC11951627.tar.gz,CC BY-NC-ND
PMC12160965,40312258,10.1002/chem.202501318,2025.0,The Role of Asparagine as a Gatekeeper Residue in the Selective Binding of Rare Earth Elements by Lanthanide-Binding Peptides.,"Chemistry (Weinheim an der Bergstrasse, Germany)",Misc,oa_package/be/c4/PMC12160965.tar.gz,CC BY-NC-ND
PMC9698690,36430795,10.3390/ijms232214318,2022.0,Identification of the Major Effector StSROs in Potato: A Potential StWRKY-SRO6 Regulatory Pathway Enhances Plant Tolerance to Cadmium Stress.,International journal of molecular sciences,Misc,oa_package/b1/5e/PMC9698690.tar.gz,CC BY
PMC11362189,38553640,10.1007/s00406-024-01790-3,2024.0,Comparing the latent state-trait structure of the PANSS in cariprazine-medicated and placebo-controlled patients with acute schizophrenia.,European archives of psychiatry and clinical neuroscience,Misc,oa_package/bf/ee/PMC11362189.tar.gz,CC BY
PMC9469426,36110647,10.4103/jpbs.jpbs_861_21,2022.0,Comparison of Oral Mucosal Biopsies Done Using Scalpel and Diode Lasers: A Vivo Study.,Journal of pharmacy & bioallied sciences,Misc,oa_package/62/ae/PMC9469426.tar.gz,CC BY-NC-SA
PMC10587727,37869623,10.1016/j.dib.2023.109646,2023.0,"Survey data on energy-saving policies, energy price, crisis and household energy-saving behavior.",Data in brief,Misc,oa_package/5e/53/PMC10587727.tar.gz,CC BY
PMC8780361,35057850,10.1186/s13195-021-00952-y,2022.0,"Complaints of daytime sleepiness, insomnia, hypnotic use, and risk of dementia: a prospective cohort study in the elderly.",Alzheimer's research & therapy,Misc,oa_package/2a/5c/PMC8780361.tar.gz,CC BY
PMC7762074,33291386,10.3390/nano10122432,2020.0,Impact of Quercetin Encapsulation with Added Phytosterols on Bilayer Membrane and Photothermal-Alteration of Novel Mixed Soy Lecithin-Based Liposome.,"Nanomaterials (Basel, Switzerland)",Misc,oa_package/1a/74/PMC7762074.tar.gz,CC BY
PMC9036974,35481035,10.1039/d1ra02718b,2021.0,"Shape-tuned, surface-active and support-free silver oxygen reduction electrocatalyst enabled high performance fully non-PGM alkaline fuel cell.",RSC advances,Misc,oa_package/c2/8c/PMC9036974.tar.gz,CC BY-NC
PMC10742920,38131690,10.3390/clinpract13060141,2023.0,Early Ambulation Shortened the Length of Hospital Stay in ICU Patients after Abdominal Surgery.,Clinics and practice,Misc,oa_package/51/4a/PMC10742920.tar.gz,CC BY
PMC9815541,36618424,10.3389/fimmu.2022.1059098,2022.0,Skin-homing basophils and beyond.,Frontiers in immunology,Misc,oa_package/f6/3e/PMC9815541.tar.gz,CC BY
PMC8689053,34976387,10.1016/j.amsu.2021.103159,2021.0,Is surgical subspecialization associated with hand grip strength and manual dexterity? A cross-sectional study.,Annals of medicine and surgery (2012),Misc,oa_package/46/0f/PMC8689053.tar.gz,CC BY
PMC7360800,32733320,10.3389/fpsyg.2020.01406,2020.0,The Conceptualization of Space: Places in Signed Language Discourse.,Frontiers in psychology,Misc,oa_package/f3/b8/PMC7360800.tar.gz,CC BY
PMC11285647,39081479,10.3389/frdem.2022.1043661,2022.0,"""People are more afraid of a dementia diagnosis than of death"": The challenges of supporting advance care planning for persons with dementia in community settings.",Frontiers in dementia,Misc,oa_package/41/8a/PMC11285647.tar.gz,CC BY
PMC11926847,40124583,10.1177/26334941251327181,2025.0,Prevalence and determinants of preterm birth among women of reproductive age in Kenya: a multilevel analysis of the 2022 Demographic Health Survey.,Therapeutic advances in reproductive health,Misc,oa_package/c1/57/PMC11926847.tar.gz,CC BY-NC
PMC6952345,31570968,10.1007/s00122-019-03449-3,2019.0,Molecular identification and chromosomal localization of new powdery mildew resistance gene Pm11 in oat.,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Misc,oa_package/71/56/PMC6952345.tar.gz,CC BY
PMC11643804,39683820,10.3390/molecules29235662,2024.0,Laser-Induced Graphene Decorated with MOF-Derived NiCo-LDH for Highly Sensitive Non-Enzymatic Glucose Sensor.,"Molecules (Basel, Switzerland)",Misc,oa_package/3a/8c/PMC11643804.tar.gz,CC BY
PMC8733944,34845079,10.1136/bmjopen-2021-056191,2021.0,"Pylorus resection versus pylorus preservation in pancreatoduodenectomy (PyloResPres): study protocol and statistical analysis plan for a German multicentre, single-blind, surgical, registry-based randomised controlled trial.",BMJ open,Misc,oa_package/3b/0d/PMC8733944.tar.gz,CC BY-NC
PMC9156602,35146611,10.1007/s10278-022-00584-0,2022.0,Visible Light Imaging: Clinical Aspects with an Emphasis on Medical Photography-a HIMSS-SIIM Enterprise Imaging Community Whitepaper.,Journal of digital imaging,Misc,oa_package/ad/4d/PMC9156602.tar.gz,CC BY
PMC6446283,30943911,10.1186/s12880-019-0324-6,2019.0,Repeatability and reproducibility of cerebral (23)Na imaging in healthy subjects.,BMC medical imaging,Misc,oa_package/83/a9/PMC6446283.tar.gz,CC BY
PMC7456239,32544098,10.1172/JCI132987,2020.0,3D model of harlequin ichthyosis reveals inflammatory therapeutic targets.,The Journal of clinical investigation,Misc,oa_package/36/41/PMC7456239.tar.gz,CC BY
PMC6950140,31835414,10.3390/ijerph16245009,2019.0,Agricultural Dust Exposures and Health and Safety Practices among Western Australian Wheatbelt Farmers during Harvest.,International journal of environmental research and public health,Misc,oa_package/bc/2e/PMC6950140.tar.gz,CC BY
PMC8401036,34443144,10.3390/ma14164623,2021.0,Magnetoelectric Memory Based on Ferromagnetic/Ferroelectric Multiferroic Heterostructure.,"Materials (Basel, Switzerland)",Misc,oa_package/ee/57/PMC8401036.tar.gz,CC BY
PMC6530833,31116736,10.1371/journal.pone.0216141,2019.0,FEM analysis in excellent cushion characteristic of ostrich (Struthio camelus) toe pads.,PloS one,Misc,oa_package/21/19/PMC6530833.tar.gz,CC BY
PMC8156046,34069274,10.3390/ph14050465,2021.0,Evaluation of the Wound Healing Potential of Some Natural Polymers on Three Experimental Models.,"Pharmaceuticals (Basel, Switzerland)",Misc,oa_package/63/dd/PMC8156046.tar.gz,CC BY
PMC10400855,37546384,10.1016/j.asmr.2023.100761,2023.0,"Elbow Ulnar Collateral Ligament Repair With Suture Augmentation Results in Good Clinical Results, a Return-to-Play Rate Between 67% and 93%, and a Postoperative Complication Rate Up to 11.9%: A Systematic Review.","Arthroscopy, sports medicine, and rehabilitation",Misc,oa_package/ed/05/PMC10400855.tar.gz,CC BY-NC-ND
PMC8208950,34179557,10.22603/ssrr.2020-0214,2021.0,Surgical Outcomes of Patients with Sacroiliac Joint Pain: An Analysis of Patients with Poor Results Regarding Activities of Daily Living.,Spine surgery and related research,Misc,oa_package/16/81/PMC8208950.tar.gz,CC BY-NC-ND
PMC10817766,38283490,10.7759/cureus.51186,2023.0,Comparative Analysis of Laparoscopic Gastrectomy Versus Laparoscopic-Assisted Gastrectomy: Postoperative Complications.,Cureus,Misc,oa_package/6c/5c/PMC10817766.tar.gz,CC BY
PMC7351959,32651393,10.1038/s41522-020-0136-z,2020.0,The sources and transmission routes of microbial populations throughout a meat processing facility.,NPJ biofilms and microbiomes,Misc,oa_package/fa/0a/PMC7351959.tar.gz,CC BY
PMC9474479,35608684,10.1007/s00784-022-04552-4,2022.0,Artificial intelligence-based diagnostics of molar-incisor-hypomineralization (MIH) on intraoral photographs.,Clinical oral investigations,Misc,oa_package/68/ea/PMC9474479.tar.gz,CC BY
PMC10728423,38108904,10.1186/s13613-023-01211-z,2023.0,Meningitis in critically ill patients admitted to intensive care unit for severe community-acquired pneumococcal pneumonia.,Annals of intensive care,Misc,oa_package/9e/bf/PMC10728423.tar.gz,CC BY
PMC8300250,34359219,10.3390/ani11072091,2021.0,Sexual Dimorphism in Crowned Lemur Scent-Marking.,Animals : an open access journal from MDPI,Misc,oa_package/94/a6/PMC8300250.tar.gz,CC BY
PMC7243931,32494565,10.15586/jkcvhl.2020.123,2020.0,Spontaneous Retroperitoneal Hemorrhage in a Patient with Acquired Cystic Kidney Disease.,Journal of kidney cancer and VHL,Misc,oa_package/20/83/PMC7243931.tar.gz,CC BY
PMC5877390,29602314,10.1186/s12951-018-0364-z,2018.0,Use of cilomilast-loaded phosphatiosomes to suppress neutrophilic inflammation for attenuating acute lung injury: the effect of nanovesicular surface charge.,Journal of nanobiotechnology,Misc,oa_package/5e/7a/PMC5877390.tar.gz,CC BY
PMC7917100,33642571,10.1038/s41438-021-00482-6,2021.0,Importin-αs are required for the nuclear localization and function of the Plasmopara viticola effector PvAVH53.,Horticulture research,Misc,oa_package/76/63/PMC7917100.tar.gz,CC BY
PMC11280778,39058087,10.3390/sports12070196,2024.0,Factors Affecting the Running Performance of Soccer Teams in the Turkish Super League.,"Sports (Basel, Switzerland)",Misc,oa_package/ab/9e/PMC11280778.tar.gz,CC BY
PMC11243894,39000935,10.3390/s24134156,2024.0,Simulating Two-Phase Seepage in Undisturbed Soil Based on Lattice Boltzmann Method and X-ray Computed Tomography Images.,"Sensors (Basel, Switzerland)",Misc,oa_package/ed/90/PMC11243894.tar.gz,CC BY
PMC10064936,36976156,10.1167/tvst.12.3.28,2023.0,Sustained Ocular Delivery of Bevacizumab Using Densomeres in Rabbits: Effects on Molecular Integrity and Bioactivity.,Translational vision science & technology,Misc,oa_package/2f/c8/PMC10064936.tar.gz,CC BY-NC-ND
PMC9686706,36428363,10.3390/ani12223135,2022.0,Effects of Paratuberculosis Vaccination at Different Ages in a Dairy Goat Herd: A 2-Year Follow-Up.,Animals : an open access journal from MDPI,Misc,oa_package/2c/35/PMC9686706.tar.gz,CC BY
PMC8695968,34957123,10.3389/fcell.2021.801507,2021.0,Septins in Stem Cells.,Frontiers in cell and developmental biology,Misc,oa_package/df/3d/PMC8695968.tar.gz,CC BY
PMC10225132,37250754,10.2147/PRBM.S405168,2023.0,Sinicization Innovation of Marxist Humanistic Theory in Colleges and Universities Under the Background of Innovative Thinking.,Psychology research and behavior management,Misc,oa_package/d5/6c/PMC10225132.tar.gz,CC BY-NC
PMC8625842,34831596,10.3390/ijerph182211841,2021.0,Promoting Sports Practice in Persons with Hemophilia: A Survey of Clinicians' Perspective.,International journal of environmental research and public health,Misc,oa_package/00/ef/PMC8625842.tar.gz,CC BY
PMC11161724,38572507,10.1002/1878-0261.13608,2024.0,DRD1 suppresses cell proliferation and reduces EGFR activation and PD-L1 expression in NSCLC.,Molecular oncology,Misc,oa_package/07/72/PMC11161724.tar.gz,CC BY
PMC10589325,37863915,10.1038/s41597-023-02632-y,2023.0,The NOAA NCEI marine microplastics database.,Scientific data,Misc,oa_package/06/a8/PMC10589325.tar.gz,CC BY
PMC10044400,36978375,10.3390/antibiotics12030508,2023.0,Fighting Antimicrobial Resistance in Neonatal Intensive Care Units: Rational Use of Antibiotics in Neonatal Sepsis.,"Antibiotics (Basel, Switzerland)",Misc,oa_package/6b/f3/PMC10044400.tar.gz,CC BY
PMC12056923,39162778,10.1002/open.202400175,2024.0,Total Synthesis of Cyclosenegalin A.,ChemistryOpen,Misc,oa_package/43/17/PMC12056923.tar.gz,CC BY
PMC9298368,34536320,10.1111/1471-0528.16936,2021.0,Incidence and risk factors of female urinary incontinence: a 4-year longitudinal study among 24 985 adult women in China.,BJOG : an international journal of obstetrics and gynaecology,Misc,oa_package/2d/6d/PMC9298368.tar.gz,CC BY-NC
PMC7365071,32834664,10.1016/j.polgeo.2020.102238,2020.0,Interventions on European nationalist populism and bordering in time of emergencies.,Political geography,Misc,oa_package/a8/a9/PMC7365071.tar.gz,NO-CC CODE
PMC11514441,39469295,10.3762/bjoc.20.226,2024.0,Synthesis of fluoroalkenes and fluoroenynes via cross-coupling reactions using novel multihalogenated vinyl ethers.,Beilstein journal of organic chemistry,Misc,oa_package/37/c6/PMC11514441.tar.gz,CC BY
PMC9912910,36777090,10.3390/photonics9030158,2022.0,Physiology-Enhanced Data Analytics to Evaluate the Effect of Altitude on Intraocular Pressure and Ocular Hemodynamics.,Photonics,Misc,oa_package/75/49/PMC9912910.tar.gz,CC BY
PMC8667247,34966495,10.5704/MOJ.2111.008,2021.0,A Review of Surgically Treated Distal Radius Fractures in a University Hospital.,Malaysian orthopaedic journal,Misc,oa_package/67/f9/PMC8667247.tar.gz,CC BY
PMC6116383,30157820,10.1186/s12893-018-0399-y,2018.0,Gastric volvulus through Morgagni hernia and intestinal diverticulosis in an adult patient: a case report.,BMC surgery,Misc,oa_package/82/a0/PMC6116383.tar.gz,CC BY
PMC12509381,41063187,10.1186/s13068-025-02706-6,2025.0,From leaf to blend: CNN-enhanced multi-source feature fusion enables threshold-driven style control in digital tobacco formulation.,Biotechnology for biofuels and bioproducts,Misc,oa_package/e3/ef/PMC12509381.tar.gz,CC BY-NC-ND
PMC5942346,29470642,10.1007/s00408-018-0100-3,2018.0,Real-World Switching to Riociguat: Management and Practicalities in Patients with PAH and CTEPH.,Lung,Misc,oa_package/fa/e8/PMC5942346.tar.gz,CC BY
PMC12411655,40755244,10.1111/1471-0528.18293,2025.0,When Is Postpartum Haemorrhage Treatment Initiated? A Nested Observational Study Within the E-MOTIVE Trial.,BJOG : an international journal of obstetrics and gynaecology,Misc,oa_package/1a/5d/PMC12411655.tar.gz,CC BY
PMC11065413,38699212,10.7717/peerj-cs.2002,2024.0,Analysis on the impact of dynamic innovation investment strategy of green supply chain enabled by blockchain.,PeerJ. Computer science,Misc,oa_package/2a/5c/PMC11065413.tar.gz,CC BY
PMC7582641,32977416,10.3390/ijms21196983,2020.0,"What Role Does COA6 Play in Cytochrome C Oxidase Biogenesis: A Metallochaperone or Thiol Oxidoreductase, or Both?",International journal of molecular sciences,Misc,oa_package/0c/b7/PMC7582641.tar.gz,CC BY
PMC11625188,39651023,10.7759/cureus.73258,2024.0,"A Rare Occurrence of a Huge Ovarian Thecoma in a Menopausal Patient, 25 Years After Abdominal Hysterectomy and Right Salpingo-Oophorectomy: A Case Report and Mini-Review of the Literature.",Cureus,Misc,oa_package/14/f1/PMC11625188.tar.gz,CC BY
PMC9574478,36263425,10.3389/fgene.2022.997840,2022.0,"HTRA1 rs11528744, BCRA1 rs9928736, and B3GLCT rs4381465 are associated with age-related macular degeneration in a Chinese population.",Frontiers in genetics,Misc,oa_package/09/d3/PMC9574478.tar.gz,CC BY
PMC11333897,39165984,10.1016/j.heliyon.2024.e34210,2024.0,Impacts of daily household activities on indoor particulate and NO(2) concentrations; a case study from oxford UK.,Heliyon,Misc,oa_package/24/7a/PMC11333897.tar.gz,CC BY
PMC11660893,39707574,10.1186/s40942-024-00604-x,2024.0,Analysis of topical conjunctival microbiotic cultures in patients treated with intravitreal injections using antibiotic prophylaxis with 0.3% ofloxacin eye drops.,International journal of retina and vitreous,Misc,oa_package/78/86/PMC11660893.tar.gz,CC BY
PMC11487623,39039967,10.4081/ejtm.2024.12727,2024.0,Integrating psychological assessment in achalasia management: addressing mental health to enhance patient outcomes.,European journal of translational myology,Misc,oa_package/b7/18/PMC11487623.tar.gz,CC BY-NC
PMC6692377,31409829,10.1038/s41598-019-48102-7,2019.0,Shape transition from elliptical to cylindrical membrane tubes induced by chiral crescent-shaped protein rods.,Scientific reports,Misc,oa_package/48/ad/PMC6692377.tar.gz,CC BY
PMC8809410,35222926,10.1039/d1sc06274c,2022.0,"An ""OFF-ON-OFF"" fluorescence protein-labeling probe for real-time visualization of the degradation of short-lived proteins in cellular systems.",Chemical science,Misc,oa_package/b5/56/PMC8809410.tar.gz,CC BY-NC
PMC9358436,35958158,10.3389/fmicb.2022.953300,2022.0,Cross-kingdom co-occurrence networks in the plant microbiome: Importance and ecological interpretations.,Frontiers in microbiology,Misc,oa_package/fa/dd/PMC9358436.tar.gz,CC BY
PMC8185102,33432112,10.1038/s41418-020-00719-2,2021.0,Oxygenated phosphatidylethanolamine navigates phagocytosis of ferroptotic cells by interacting with TLR2.,Cell death and differentiation,Misc,oa_package/64/db/PMC8185102.tar.gz,CC BY
PMC8875607,35208310,10.3390/mi13020186,2022.0,A MEMS Electrochemical Angular Accelerometer Leveraging Silicon-Based Three-Electrode Structure.,Micromachines,Misc,oa_package/b7/67/PMC8875607.tar.gz,CC BY
PMC9407352,36005232,10.3390/ejihpe12080083,2022.0,Social Differences in Health Behaviours among Jordanian Adolescents.,"European journal of investigation in health, psychology and education",Misc,oa_package/2f/2f/PMC9407352.tar.gz,CC BY
PMC6307092,30622711,10.1016/j.nmni.2018.11.006,2018.0,Indication of spatially random occurrence of Chlamydia-like organisms in Bufo bufo tadpoles from ponds located in the Geneva metropolitan area.,New microbes and new infections,Misc,oa_package/76/1a/PMC6307092.tar.gz,CC BY-NC-ND
PMC6212443,30385876,10.1038/s41598-018-34483-8,2018.0,Photodiodes embedded within electronic textiles.,Scientific reports,Misc,oa_package/0e/af/PMC6212443.tar.gz,CC BY
PMC9950327,36843636,10.1155/2023/9169431,2023.0,High-Yield Alpha-Cellulose from Oil Palm Empty Fruit Bunches by Optimizing Thermochemical Delignification Processes for Use as Microcrystalline Cellulose.,International journal of biomaterials,Misc,oa_package/ca/b6/PMC9950327.tar.gz,CC BY
PMC6948228,31921972,10.1016/j.ijcha.2019.100453,2020.0,The impact of tissue-tracking strain on the left atrial dysfunction in the patients with left ventricular dysfunction.,International journal of cardiology. Heart & vasculature,Misc,oa_package/e3/89/PMC6948228.tar.gz,CC BY-NC-ND
PMC9973428,36716208,10.14309/ajg.0000000000002170,2022.0,Gastrointestinal Bleeding in a Child: Is It a Meckel Diverticulum?,The American journal of gastroenterology,Misc,oa_package/31/c8/PMC9973428.tar.gz,CC BY-NC-ND
PMC9273624,35817795,10.1038/s41598-022-15904-1,2022.0,Sea lions could use multilateration localization for object tracking as tested with bio-inspired whisker arrays.,Scientific reports,Misc,oa_package/95/82/PMC9273624.tar.gz,CC BY
PMC10537691,37756072,10.3390/vetsci10090550,2023.0,The Effect of Month and District on 100-Day In-Calf Rate in Year-Round Calving Dairy Herds.,Veterinary sciences,Misc,oa_package/34/2e/PMC10537691.tar.gz,CC BY
PMC9838301,36622613,10.1007/s11356-022-25080-4,2023.0,Predicting the monthly consumption and production of natural gas in the USA by using a new hybrid forecasting model based on two-layer decomposition.,Environmental science and pollution research international,Misc,oa_package/35/9e/PMC9838301.tar.gz,NO-CC CODE
PMC11695541,39745519,10.1007/s13659-024-00483-7,2025.0,"Euchrestifolines A-O, fifteen novel carbazole alkaloids with potent anti-ferroptotic activity from Murraya euchrestifolia.",Natural products and bioprospecting,Misc,oa_package/77/63/PMC11695541.tar.gz,CC BY
PMC12473872,41012051,10.3390/plants14182899,2025.0,The Effect of Forest Habitats on the Traits and Demographic Structure of Cardamine bulbifera (Brassicaceae) Populations.,"Plants (Basel, Switzerland)",Misc,oa_package/03/a5/PMC12473872.tar.gz,CC BY
PMC9616063,36324532,10.1093/cz/zoab085,2021.0,Hierarchical auditory perception for species discrimination and individual recognition in the music frog.,Current zoology,Misc,oa_package/10/a7/PMC9616063.tar.gz,CC BY-NC
PMC11154216,38846002,10.1016/j.isci.2024.110005,2024.0,Recent advances in dynamic reconstruction of electrocatalysts for carbon dioxide reduction.,iScience,Misc,oa_package/a4/46/PMC11154216.tar.gz,CC BY-NC
PMC7392407,32687051,10.3201/eid2608.200077,2020.0,In Vivo Observation of Trombiculosis with Fluorescence-Advanced Videodermatoscopy.,Emerging infectious diseases,Misc,oa_package/0d/9b/PMC7392407.tar.gz,CC BY
PMC8274910,34252110,10.1371/journal.pntd.0009549,2021.0,Levels of cross-resistance to pyrethroids conferred by the Vssc knockdown resistance allele 410L+1016I+1534C in Aedes aegypti.,PLoS neglected tropical diseases,Misc,oa_package/fb/90/PMC8274910.tar.gz,CC BY
PMC12103935,40416906,10.7759/cureus.84797,2025.0,Outcomes of Total Hip Arthroplasty for Congenital Hip Dislocation: A Retrospective Study.,Cureus,Misc,oa_package/c8/65/PMC12103935.tar.gz,CC BY
PMC9427082,36168536,10.12688/mep.19187.1,2022.0,Impact of a postgraduate year one (PGY-1) otolaryngology bootcamp on procedural skill development.,MedEdPublish (2016),Misc,oa_package/51/f5/PMC9427082.tar.gz,CC BY
PMC6219774,30399170,10.1371/journal.pone.0206211,2018.0,Roles of metacognition and achievement goals in mathematical modeling competency: A structural equation modeling analysis.,PloS one,Misc,oa_package/b4/d6/PMC6219774.tar.gz,CC BY
PMC9800794,36589812,10.3389/fendo.2022.1003878,2022.0,High prevalence of non-alcoholic fatty liver disease in patients with a first episode of acute ischemic stroke. Impact on disability and death.,Frontiers in endocrinology,Misc,oa_package/a7/16/PMC9800794.tar.gz,CC BY
PMC8361277,34409182,10.1016/j.heliyon.2021.e07717,2021.0,Comparison of fuzzy semi-Markov models for one unit with mixed standby units with and without preventive maintenance using regenerative point method.,Heliyon,Misc,oa_package/fd/fa/PMC8361277.tar.gz,CC BY-NC-ND
PMC8908572,35272676,10.1186/s12967-022-03323-9,2022.0,Peripapillary vessel density correlates with visual field mean sensitivity in highly myopic eyes.,Journal of translational medicine,Misc,oa_package/b6/26/PMC8908572.tar.gz,CC BY
PMC11432575,39336909,10.3390/jcm13185422,2024.0,Comparative Study of Endoscopic Treatment for Intrahepatic and Common Bile Duct Stones Using Peroral Cholangioscopy.,Journal of clinical medicine,Misc,oa_package/48/b9/PMC11432575.tar.gz,CC BY
PMC12345109,40797257,10.1186/s12905-025-03934-6,2025.0,Factors influencing help-seeking behaviour among young women with experience of intimate partner violence in Nigeria.,BMC women's health,Misc,oa_package/cf/bc/PMC12345109.tar.gz,CC BY-NC-ND
PMC6956193,31766669,10.3390/brainsci9120336,2019.0,A Novel Neighbor Housing Environment Enhances Social Interaction and Rescues Cognitive Deficits from Social Isolation in Adolescence.,Brain sciences,Misc,oa_package/23/d5/PMC6956193.tar.gz,CC BY
PMC9996056,36908588,10.3389/fneur.2023.1096605,2023.0,Effect of intravenous thrombolysis on core growth rate in patients with acute cerebral infarction.,Frontiers in neurology,Misc,oa_package/08/68/PMC9996056.tar.gz,CC BY
PMC11508646,39458221,10.3390/jcm13206270,2024.0,Odontoid Fractures: A Review of the Current State of the Art.,Journal of clinical medicine,Misc,oa_package/d8/8a/PMC11508646.tar.gz,CC BY
PMC12426155,40936005,10.1007/s00285-025-02274-1,2025.0,Designing reaction-cross-diffusion systems with Turing and wave instabilities.,Journal of mathematical biology,Misc,oa_package/61/96/PMC12426155.tar.gz,CC BY
PMC7229181,32415204,10.1038/s41598-020-65121-x,2020.0,MLR and ANN Approaches for Prediction of Synthetic/Natural Nanofibers Diameter in the Environmental and Medical Applications.,Scientific reports,Misc,oa_package/aa/b5/PMC7229181.tar.gz,CC BY
PMC10707648,38064449,10.1371/journal.pgph.0002122,2023.0,Feasibility of a social protection linkage program for individuals at-risk for tuberculosis in Uganda.,PLOS global public health,Misc,oa_package/f1/e4/PMC10707648.tar.gz,CC BY
PMC8580295,34778757,10.3389/fspor.2021.692613,2021.0,Not Just for Dancing? A Content Analysis of Concussion and Head Injury Videos on TikTok.,Frontiers in sports and active living,Misc,oa_package/30/d3/PMC8580295.tar.gz,CC BY
PMC6204771,30410616,10.3762/bjoc.14.232,2018.0,Learning from B(12) enzymes: biomimetic and bioinspired catalysts for eco-friendly organic synthesis.,Beilstein journal of organic chemistry,Misc,oa_package/6e/10/PMC6204771.tar.gz,CC BY
PMC10168259,37163017,10.1101/2023.04.21.537877,2023.0,CoSIA: an R Bioconductor package for CrOss Species Investigation and Analysis.,bioRxiv : the preprint server for biology,Misc,oa_package/4f/07/PMC10168259.tar.gz,CC BY-NC
PMC12398649,40894462,10.1177/30495334251366575,2025.0,Boosting Cognitive Training through Social Engagement: Impacts on Older Adults With Subjective Cognitive Decline.,Sage open aging,Misc,oa_package/11/b7/PMC12398649.tar.gz,CC BY-NC
PMC8584532,34771774,10.3390/ma14216251,2021.0,Analysis of Particles' Size and Degree of Distribution of a Wooden Filler in Wood-Polymer Composites.,"Materials (Basel, Switzerland)",Misc,oa_package/7f/e9/PMC8584532.tar.gz,CC BY
PMC12288902,40402605,10.1172/jci.insight.184792,2025.0,Opposing roles for myeloid and smooth muscle cell STING in pulmonary hypertension.,JCI insight,Misc,oa_package/88/99/PMC12288902.tar.gz,CC BY
PMC9427789,36042241,10.1038/s41598-022-18580-3,2022.0,Prediction of the structural interface between fibroblast growth factor23 and Burosumab using alanine scanning and molecular docking.,Scientific reports,Misc,oa_package/b9/2d/PMC9427789.tar.gz,CC BY
PMC9868250,36698959,10.3389/fcvm.2022.1000352,2023.0,The role of atria in ventricular fibrillation after continuous-flow left ventricular assist device implantation in ovine model.,Frontiers in cardiovascular medicine,Misc,oa_package/cb/09/PMC9868250.tar.gz,CC BY
PMC10220453,37250932,10.1002/ams2.852,2023.0,Early versus delayed vasopressor administration in patients with septic shock.,Acute medicine & surgery,Misc,oa_package/ab/d3/PMC10220453.tar.gz,CC BY-NC
PMC12097273,40402044,10.5811/cpcem.39681,2025.0,Unusual Complications in Cocaine Stuffers: A Case Report.,Clinical practice and cases in emergency medicine,Misc,oa_package/2b/a0/PMC12097273.tar.gz,CC BY
PMC7895757,33659747,10.1016/j.heliyon.2021.e06223,2021.0,"Population parameters of the orange mud crab Scylla olivacea (Herbst, 1796) from the Sundarban mangrove forest in Bangladesh.",Heliyon,Misc,oa_package/8a/bf/PMC7895757.tar.gz,CC BY
PMC11841809,40059929,10.1539/eohp.2023-0006-RA,2023.0,A scoping review of eye-tracking metrics as an indicator of negative mental health-related outcomes and its possible applicability in remote work situations.,Environmental and occupational health practice,Misc,oa_package/88/64/PMC11841809.tar.gz,CC BY-NC-ND
PMC11869047,40026764,10.1017/ash.2025.14,2025.0,Characteristics and framework analysis of Department of Defense hospital Antibiotic Stewardship Programs guided by the Centers for Disease Control and Prevention Core Elements.,Antimicrobial stewardship & healthcare epidemiology : ASHE,Misc,oa_package/03/91/PMC11869047.tar.gz,CC BY-NC-ND
PMC6260843,30474550,10.1186/s12934-018-1032-6,2018.0,Production of a recombinant peroxidase in different glyco-engineered Pichia pastoris strains: a morphological and physiological comparison.,Microbial cell factories,Misc,oa_package/e6/b8/PMC6260843.tar.gz,CC BY
